Time - Voltage	Amplitude - Voltage
26:50.0	-3.528
26:50.0	-3.442
26:50.0	-3.982
26:50.0	-4.021
26:50.1	-4.138
26:50.1	-3.733
26:50.1	-3.721
26:50.1	-3.813
26:50.1	-3.745
26:50.1	-3.699
26:50.1	-3.408
26:50.1	-3.313
26:50.1	-3.269
26:50.1	-3.491
26:50.2	-3.442
26:50.2	-3.452
26:50.2	-3.147
26:50.2	-3.796
26:50.2	-4.258
26:50.2	-3.118
26:50.2	-2.983
26:50.2	-3.831
26:50.2	-4.119
26:50.2	-3.462
26:50.2	-2.617
26:50.3	-3.25
26:50.3	-3.787
26:50.3	-3.462
26:50.3	-3.486
26:50.3	-3.042
26:50.3	-2.715
26:50.3	-3.733
26:50.3	-3.979
26:50.3	-3.108
26:50.3	-2.603
26:50.3	-3.179
26:50.4	-3.782
26:50.4	-3.496
26:50.4	-2.817
26:50.4	-3.855
26:50.4	-3.674
26:50.4	-3.005
26:50.4	-3.672
26:50.4	-3.86
26:50.4	-3.513
26:50.4	-3.145
26:50.4	-3.677
26:50.5	-3.77
26:50.5	-3.662
26:50.5	-2.651
26:50.5	-3.281
26:50.5	-3.823
26:50.5	-4.067
26:50.5	-3.235
26:50.5	-2.639
26:50.5	-3.533
26:50.5	-4.277
26:50.5	-3.667
26:50.6	-3.333
26:50.6	-3.618
26:50.6	-3.147
26:50.6	-3.906
26:50.6	-4.268
26:50.6	-4.131
26:50.6	-2.913
26:50.6	-3.213
26:50.6	-4.241
26:50.6	-4.482
26:50.6	-3.921
26:50.7	-3.628
26:50.7	-4.153
26:50.7	-4.116
26:50.7	-4.519
26:50.7	-4.346
26:50.7	-3.838
26:50.7	-3.572
26:50.7	-4.368
26:50.7	-4.561
26:50.7	-4.436
26:50.8	-3.628
26:50.8	-3.965
26:50.8	-4.492
26:50.8	-4.241
26:50.8	-3.889
26:50.8	-3.853
26:50.8	-3.906
26:50.8	-4.275
26:50.8	-4.294
26:50.8	-3.586
26:50.8	-3.779
26:50.9	-3.796
26:50.9	-4.16
26:50.9	-4.119
26:50.9	-4.084
26:50.9	-3.65
26:50.9	-4.277
26:50.9	-4.353
26:50.9	-4.092
26:50.9	-4.053
26:50.9	-3.716
26:50.9	-3.894
26:51.0	-3.955
26:51.0	-4.343
26:51.0	-3.809
26:51.0	-3.818
26:51.0	-3.806
26:51.0	-4.333
26:51.0	-4.451
26:51.0	-4.023
26:51.0	-3.533
26:51.0	-4.158
26:51.0	-4.487
26:51.1	-3.96
26:51.1	-3.345
26:51.1	-3.809
26:51.1	-4.309
26:51.1	-3.823
26:51.1	-4.077
26:51.1	-4.062
26:51.1	-3.442
26:51.1	-3.384
26:51.1	-4.348
26:51.2	-4.507
26:51.2	-3.813
26:51.2	-2.883
26:51.2	-4.058
26:51.2	-4.561
26:51.2	-4.226
26:51.2	-3.486
26:51.2	-4.102
26:51.2	-4.346
26:51.2	-4.355
26:51.2	-4.272
26:51.2	-4.004
26:51.3	-4.055
26:51.3	-4.194
26:51.3	-4.351
26:51.3	-4.182
26:51.3	-3.711
26:51.3	-4.094
26:51.3	-4.514
26:51.3	-4.49
26:51.3	-4.041
26:51.3	-3.904
26:51.3	-4.48
26:51.4	-4.568
26:51.4	-4.353
26:51.4	-3.904
26:51.4	-4.172
26:51.4	-4.421
26:51.4	-4.348
26:51.4	-4.324
26:51.4	-4.109
26:51.4	-3.906
26:51.4	-4.236
26:51.4	-4.458
26:51.5	-4.226
26:51.5	-3.684
26:51.5	-3.882
26:51.5	-4.08
26:51.5	-4.29
26:51.5	-4.214
26:51.5	-4.233
26:51.5	-4.016
26:51.5	-4.314
26:51.5	-4.421
26:51.5	-4.458
26:51.6	-3.926
26:51.6	-3.567
26:51.6	-4.285
26:51.6	-4.363
26:51.6	-4.141
26:51.6	-3.679
26:51.6	-3.804
26:51.6	-4.446
26:51.6	-4.314
26:51.6	-4.065
26:51.7	-4.226
26:51.7	-4.019
26:51.7	-4.343
26:51.7	-4.495
26:51.7	-4.468
26:51.7	-3.684
26:51.7	-4.014
26:51.7	-4.314
26:51.7	-4.458
26:51.7	-4.06
26:51.7	-3.499
26:51.8	-4.053
26:51.8	-4.019
26:51.8	-4.231
26:51.8	-4.141
26:51.8	-3.877
26:51.8	-3.655
26:51.8	-4.285
26:51.8	-4.236
26:51.8	-4.106
26:51.8	-3.467
26:51.8	-3.381
26:51.9	-4.26
26:51.9	-4.192
26:51.9	-3.508
26:51.9	-2.405
26:51.9	-3.12
26:51.9	-3.857
26:51.9	-3.801
26:51.9	-2.722
26:51.9	-3.027
26:51.9	-3.657
26:51.9	-3.767
26:52.0	-4.009
26:52.0	-3.56
26:52.0	-3.613
26:52.0	-3.909
26:52.0	-4.18
26:52.0	-4.16
26:52.0	-3.982
26:52.0	-3.411
26:52.0	-4.119
26:52.0	-4.28
26:52.0	-4.131
26:52.1	-3.721
26:52.1	-3.472
26:52.1	-3.711
26:52.1	-4.133
26:52.1	-3.958
26:52.1	-3.521
26:52.1	-3.516
26:52.1	-3.977
26:52.1	-4.412
